1	Chr28	1	20000	20000	*	-0.00857641669164751
2	Chr28	10001	30000	20000	*	-0.0227429127742743
3	Chr28	20001	40000	20000	*	-0.031528501635338
4	Chr28	30001	50000	20000	*	-0.0314042680701929
5	Chr28	40001	60000	20000	*	-0.0298591094288482
6	Chr28	50001	70000	20000	*	-0.0172148348380896
7	Chr28	60001	80000	20000	*	-0.00768006737138973
8	Chr28	70001	90000	20000	*	-0.00892574088163113
9	Chr28	80001	100000	20000	*	-0.00720705859582667
10	Chr28	90001	110000	20000	*	-0.0121482700927928
11	Chr28	100001	120000	20000	*	-0.0201767721163016
12	Chr28	110001	130000	20000	*	-0.0238316905752789
13	Chr28	120001	140000	20000	*	-0.0246536138990283
14	Chr28	130001	150000	20000	*	-0.013476745544211
15	Chr28	140001	160000	20000	*	-0.0055270125174481
16	Chr28	150001	170000	20000	*	-0.00642229871452056
17	Chr28	160001	180000	20000	*	-0.00212116037044797
18	Chr28	170001	190000	20000	*	-0.00865553733808161
19	Chr28	180001	200000	20000	*	-0.0186575287643456
20	Chr28	190001	210000	20000	*	-0.0191203462309535
21	Chr28	200001	220000	20000	*	-0.0240851268923784
22	Chr28	210001	230000	20000	*	-0.0424507187493649
23	Chr28	220001	240000	20000	*	-0.0428087715423432
24	Chr28	230001	250000	20000	*	-0.0202185387643938
25	Chr28	240001	260000	20000	*	-0.00877044731989634
26	Chr28	250001	270000	20000	*	-0.00525253439280813
27	Chr28	260001	280000	20000	*	-0.0090035029317351
28	Chr28	270001	290000	20000	*	-0.0194741322101436
29	Chr28	280001	300000	20000	*	-0.0323499038102481
30	Chr28	290001	310000	20000	*	-0.0329558459709962
31	Chr28	300001	320000	20000	*	-0.0224032211757867
32	Chr28	310001	330000	20000	*	-0.0133573214223524
33	Chr28	320001	340000	20000	*	-0.00676270235196159
34	Chr28	330001	350000	20000	*	-0.00908684976209988
35	Chr28	340001	360000	20000	*	-0.0121727698014611
36	Chr28	350001	370000	20000	*	-0.0207230569972333
37	Chr28	360001	380000	20000	*	-0.0199061056576003
38	Chr28	370001	390000	20000	*	-0.0113783993632963
39	Chr28	380001	400000	20000	*	-0.00518996550947243
40	Chr28	390001	410000	20000	*	-0.0112318846774782
41	Chr28	400001	420000	20000	*	-0.0141050177165162
42	Chr28	410001	430000	20000	*	-0.00688761509612718
43	Chr28	420001	440000	20000	*	-0.0078102832465116
44	Chr28	430001	450000	20000	*	-0.00675498755941773
45	Chr28	440001	460000	20000	*	-0.00149398905770273
46	Chr28	450001	470000	20000	*	-0.00820049223326277
47	Chr28	460001	480000	20000	*	-0.0220221410827403
48	Chr28	470001	490000	20000	*	-0.0285443567123619
49	Chr28	480001	500000	20000	*	-0.0518112489200166
50	Chr28	490001	510000	20000	*	-0.0590517372129855
51	Chr28	500001	520000	20000	*	-0.0614610456230975
52	Chr28	510001	530000	20000	*	-0.052436720799223
53	Chr28	520001	540000	20000	*	-0.0445436608940277
54	Chr28	530001	550000	20000	*	-0.0528074276186227
55	Chr28	540001	560000	20000	*	-0.0557736445782629
56	Chr28	550001	570000	20000	*	-0.0403710135269279
57	Chr28	560001	580000	20000	*	-0.0374631802972132
58	Chr28	570001	590000	20000	*	-0.0439625556682444
59	Chr28	580001	600000	20000	*	-0.0404622208243888
60	Chr28	590001	610000	20000	*	-0.0353344998525416
61	Chr28	600001	620000	20000	*	-0.0287990213883544
62	Chr28	610001	630000	20000	*	-0.0209115862559545
63	Chr28	620001	640000	20000	*	-0.0222441725756307
64	Chr28	630001	650000	20000	*	-0.0284311924607355
65	Chr28	640001	660000	20000	*	-0.0340987908718171
66	Chr28	650001	670000	20000	*	-0.0222334243926833
67	Chr28	660001	680000	20000	*	-0.0170539392169978
68	Chr28	670001	690000	20000	*	-0.0301443918708285
69	Chr28	680001	700000	20000	*	-0.0452503470663095
70	Chr28	690001	710000	20000	*	-0.0374112027057185
71	Chr28	700001	720000	20000	*	-0.0262242342267382
72	Chr28	710001	730000	20000	*	-0.0143042444077153
73	Chr28	720001	740000	20000	*	-0.0118301483283696
74	Chr28	730001	750000	20000	*	-0.00124878955073988
75	Chr28	740001	760000	20000	*	0.0044905859120054
76	Chr28	750001	770000	20000	*	-0.00797525617648275
77	Chr28	760001	780000	20000	*	-0.0131644325439223
78	Chr28	770001	790000	20000	*	-0.00448807982134596
79	Chr28	780001	800000	20000	*	-0.00519624116289122
80	Chr28	790001	810000	20000	*	-0.0105906273810584
81	Chr28	800001	820000	20000	*	-0.0158357203701326
82	Chr28	810001	830000	20000	*	-0.0125583875296235
83	Chr28	820001	840000	20000	*	-2.69167937807374e-06
84	Chr28	830001	850000	20000	*	0.0100953183217578
85	Chr28	840001	860000	20000	*	0.0198404716640243
86	Chr28	850001	870000	20000	*	0.020774726698305
87	Chr28	860001	880000	20000	*	-0.00506113957907941
88	Chr28	870001	890000	20000	*	-0.0278331139404192
89	Chr28	880001	900000	20000	*	-0.0241295044796861
90	Chr28	890001	910000	20000	*	-0.00833735634958704
91	Chr28	900001	920000	20000	*	0.0104516511125809
92	Chr28	910001	930000	20000	*	0.0203489945989956
93	Chr28	920001	940000	20000	*	0.00778181656251651
94	Chr28	930001	950000	20000	*	0.00388973847694763
